53759,0
1855,0
42419,0
7990,0
4729,0
3954,0
5891,0
38630,0
10866,0
15528,0
2288,0
18237,0
49653,0
13419,0
58513,0
5865,0
29584,0
34009,0
9694,0
8322,0
7964,0
17240,0
3365,0
10065,0
5092,0
10859,0
24062,0
31782,0
30650,0
40143,0
21174,0
14293,0
6041,0
23623,0
9835,0
3533,0
3701,0
10401,0
37223,0
53766,0
25520,0
32597,0
57100,0
19578,0
27879,0
6287,0
7355,0
43500,0
13270,0
31120,0
11527,0
40385,0
15187,0
20260,0
28469,0
2243,0
33213,0
39729,0
44341,0
41401,0
4386,0
29789,0
7503,0
13426,0
7963,0
20258,0
43538,0
8325,0
31118,0
5862,0
58726,0
2049,0
24892,0
58514,0
38637,0
10861,0
17278,0
31588,0
18230,0
23871,0
3953,0
42248,0
6079,0
29321,0
40947,0
32769,0
10439,0
14099,0
1852,0
26967,0
19786,0
24091,0
41406,0
11376,0
4381,0
7504,0
22366,0
13421,0
31543,0
2244,0
6280,0
7352,0
2620,0
43507,0
40382,0
53795,0
57107,0
12197,0
6274,0
3706,0
40376,0
15174,0
53761,0
40144,0
15346,0
40978,0
14294,0
9832,0
23624,0
7194,0
3534,0
11382,0
4375,0
22392,0
31785,0
17849,0
29548,0
51452,0
6610,0
17247,0
3362,0
38608,0
10062,0
5095,0
28467,0
4986,0
4388,0
2843,0
3991,0
29787,0
13428,0
19112,0
32599,0
57932,0
40985,0
19576,0
7955,0
6289,0
1890,0
15189,0
4718,0
19582,0
26951,0
27883,0
53768,0
54915,0
38601,0
10857,0
59404,0
3965,0
20251,0
14064,0
5433,0
27848,0
43531,0
16501,0
6084,0
57131,0
34235,0
7532,0
2040,0
3192,0
36562,0
39718,0
34007,0
17285,0
7700,0
2272,0
16191,0
42241,0
24053,0
10054,0
17271,0
51464,0
31581,0
3354,0
14090,0
6242,0
17615,0
3730,0
6070,0
26360,0
3502,0
10602,0
4727,0
59403,0
3962,0
17249,0
29546,0
4975,0
38606,0
10850,0
26956,0
3708,0
10408,0
1863,0
41098,0
15348,0
19585,0
39344,0
1897,0
40982,0
19571,0
12199,0
7952,0
41408,0
2844,0
22368,0
2078,0
19115,0
27428,0
40949,0
4720,0
21142,0
14097,0
26969,0
17612,0
6245,0
19788,0
10053,0
24266,0
38639,0
17276,0
51463,0
31586,0
3353,0
24054,0
58728,0
17282,0
34000,0
2275,0
34232,0
7535,0
2047,0
46276,0
13848,0
6083,0
25516,0
5434,0
14063,0
20256,0
43536,0
3763,0
6211,0
5494,0
10463,0
21116,0
11783,0
2483,0
9857,0
6023,0
32959,0
52080,0
4310,0
30632,0
51437,0
15575,0
37625,0
33285,0
10007,0
52074,0
13444,0
28639,0
7561,0
16136,0
27443,0
15581,0
20666,0
5838,0
28853,0
34430,0
10497,0
4780,0
57162,0
25542,0
11777,0
7939,0
16552,0
4921,0
3338,0
35971,0
54946,0
7798,0
19989,0
3936,0
9868,0
21129,0
18631,0
26902,0
7906,0
14008,0
8340,0
7308,0
58743,0
5807,0
35985,0
25925,0
5209,0
38494,0
57165,0
11770,0
16555,0
8378,0
28854,0
14030,0
27444,0
6686,0
52073,0
5231,0
13443,0
2014,0
12591,0
34261,0
16131,0
7566,0
12757,0
15572,0
4125,0
37622,0
4919,0
4317,0
52087,0
30635,0
42215,0
3132,0
21111,0
10656,0
57191,0
11784,0
2484,0
22794,0
6024,0
3764,0
18609,0
6216,0
5493,0
4541,0
10464,0
27649,0
16932,0
7559,0
25922,0
58576,0
38493,0
44915,0
58744,0
5800,0
35982,0
39317,0
34408,0
7901,0
20008,0
37279,0
2689,0
18636,0
26905,0
22599,0
6229,0
29343,0
36199,0
40119,0
10669,0
3931,0
4328,0
4926,0
54941,0
12795,0
2210,0
22332,0
7550,0
6482,0
14650,0
40580,0
33072,0
30293,0
7908,0
36164,0
20001,0
11746,0
10694,0
57153,0
37284,0
14006,0
24693,0
2674,0
31173,0
34401,0
9866,0
23670,0
4745,0
21127,0
10452,0
2680,0
3752,0
6220,0
19389,0
3336,0
7796,0
34091,0
42223,0
3104,0
3938,0
19987,0
18855,0
6476,0
4321,0
8371,0
3799,0
10499,0
39113,0
2479,0
7937,0
21588,0
12598,0
19170,0
16138,0
20668,0
5836,0
48514,0
51439,0
10835,0
10009,0
4910,0
43598,0
8385,0
26933,0
29147,0
57198,0
9859,0
12934,0
3103,0
42224,0
19980,0
18852,0
6471,0
4326,0
24036,0
33081,0
37613,0
10031,0
4928,0
12766,0
7791,0
34096,0
10455,0
18638,0
2687,0
3755,0
6227,0
22597,0
26305,0
14001,0
20234,0
37283,0
24694,0
28865,0
31174,0
8349,0
34406,0
7301,0
30294,0
5664,0
20006,0
11741,0
10693,0
57154,0
19148,0
49638,0
2025,0
19974,0
50715,0
6485,0
33075,0
36735,0
12792,0
10658,0
40128,0
23648,0
12933,0
8382,0
48513,0
10832,0
4917,0
52089,0
4319,0
9406,0
3900,0
6688,0
5831,0
7568,0
18899,0
4789,0
7930,0
